token_entity_id,token_symbol,anchor_event_id,anchor_event_type,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,post_event_low_7d,post_event_low_14d,post_event_low_30d,post_event_low_60d,post_event_low_90d,drawdown_to_low_7d,drawdown_to_low_14d,drawdown_to_low_30d,drawdown_to_low_60d,drawdown_to_low_90d,days_from_event_to_low_7d,days_from_event_to_low_30d,days_from_event_to_low_90d,low_timestamp_utc,low_price,volume_at_low,quote_volume_at_low,volume_zscore_at_low,wick_ratio_at_low,volatility_before_low,volatility_after_low,capitulation_flag,liquidity_death_flag,low_liquidity_wick_flag,absolute_bottom_confidence_score,manual_review_required,notes
A2Z,A2Z,1fc6e5215a5c6f00,MONITORING_TAG_ADDED,2026-03-13 09:00:23+00:00,0.0008631042850588932,0.0008235,0.000807,0.000464,0.000262,7.2e-05,7.2e-05,7.2e-05,-0.46240563506374044,-0.6964445611782327,-0.9165801847512701,-0.9165801847512701,-0.9165801847512701,6.749733796296296,18.66640046296296,18.66640046296296,2026-04-01T01:00:00+00:00,7.2e-05,637179705.0,49467.107774,0.12437495013894388,0.1666666666666663,0.04938555374703408,nan,no,yes,no,0.6,yes,low_quote_volume_at_low
ACA,ACA,dccc644ea3175a5f,MONITORING_TAG_ADDED,2026-01-02 10:59:57+00:00,0.010050621845248084,0.0098,0.0103,0.0074,0.0071,0.0052,0.0017,0.0017,-0.26372714903220573,-0.2935760483957649,-0.4826190776983068,-0.8308562369398311,-0.8308562369398311,5.958368055555556,29.79170138888889,41.54170138888889,2026-02-13T00:00:00+00:00,0.0017,17897545.64,36124.851208,1.2526434631329968,0.3333333333333335,0.052339644426311914,nan,no,yes,no,0.6,yes,low_quote_volume_at_low
AERGO,AERGO,abca945eb2bee96c,MONITORING_TAG_ADDED,2025-03-04 08:01:22+00:00,0.0821164081122088,0.0877,0.0692,0.0579,0.0579,0.0579,0.0579,0.0579,-0.2949034019987582,-0.2949034019987582,-0.2949034019987582,-0.2949034019987582,-0.2949034019987582,6.665717592592593,6.665717592592593,6.665717592592593,2025-03-11T00:00:00+00:00,0.0579,978023.0,58602.473,3.307425013936198,0.2666666666666668,0.01184223080250156,0.00986889363192415,no,yes,no,0.6,yes,low_quote_volume_at_low
AKRO,AKRO,2ebc47e2d093dcb6,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-12-18 08:01:12+00:00,0.004372215246956601,0.00449,0.002895,0.000906,0.000906,0.000906,0.000906,0.000906,-0.7927823886002305,-0.7927823886002305,-0.7927823886002305,-0.7927823886002305,-0.7927823886002305,6.7491666666666665,6.7491666666666665,6.7491666666666665,2024-12-25T02:00:00+00:00,0.000906,151912976.0,156001.927402,-0.08904240000158523,0.35046728971962676,0.038067509184997864,nan,no,no,no,0.65,yes,short_post_event_history
ALCX,ALCX,4a1694681090a940,MONITORING_TAG_ADDED,2026-05-22 08:00:04+00:00,5.060368559667527,5.06,4.99,3.96,3.53,3.28,3.28,3.28,-0.21744830375355562,-0.3024223515782958,-0.3518258677554703,-0.3518258677554703,-0.3518258677554703,6.208287037037037,14.874953703703703,14.874953703703703,2026-06-06T05:00:00+00:00,3.28,7339.6195,24264.077059,0.4186142711200892,1.0,0.020748295024958032,0.005070107533950906,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
ALPACA,ALPACA,064b0dde744232dc,MONITORING_TAG_ADDED,2025-03-04 08:01:22+00:00,0.1106218583848778,0.1184,0.0796,0.0551,0.0551,0.0481,0.0278,0.0278,-0.5019067587140421,-0.5019067587140421,-0.5651853919082654,-0.7486934281715131,-0.7486934281715131,5.415717592592593,25.374050925925925,43.74905092592593,2025-04-17T02:00:00+00:00,0.0278,15072629.3,446281.83238,3.184544044342898,0.3823529411764713,0.01905857157826127,0.038642487679085624,yes,no,no,0.85,no,
ALPHA,ALPHA,cdee2c69a544c7e6,MONITORING_TAG_ADDED,2025-05-07 08:00:33+00:00,0.03659214770878597,0.0323,0.0298,0.0262,0.0258,0.0229,0.0092,0.0092,-0.2839993922054146,-0.294930699194645,-0.37418267486656476,-0.7485799392477028,-0.7485799392477028,0.49961805555555555,29.499618055555555,57.74961805555556,2025-07-04T02:00:00+00:00,0.0092,27383986.0,267904.8796,2.0692444031873056,0.5,0.01609759944736726,nan,no,no,no,0.85,no,
AMB,AMB,78605f349f17de8a,SPOT_TOKEN_DELISTING_ANNOUNCED,2025-02-17 07:00:24+00:00,0.004168000858584487,0.004465,0.00289,0.00026,0.00026,0.00026,0.00026,0.00026,-0.9376199744622175,-0.9376199744622175,-0.9376199744622175,-0.9376199744622175,-0.9376199744622175,6.791388888888889,6.791388888888889,6.791388888888889,2025-02-24T02:00:00+00:00,0.00026,776841026.0,240994.3666,1.2300411699286395,0.5000000000000002,0.05475508394633594,nan,no,no,no,0.65,yes,short_post_event_history
ANT,ANT,e0c4360ac0bda986,MONITORING_TAG_ADDED,2024-01-04 07:00:09+00:00,5.857691260456209,5.872,5.637,5.457,5.457,5.457,5.457,5.457,-0.06840429832162276,-0.06840429832162276,-0.06840429832162276,-0.06840429832162276,-0.06840429832162276,3.7915625,3.7915625,3.7915625,2024-01-08T02:00:00+00:00,5.457,48446.9,268559.3061,2.7291512239545437,0.34782608695652173,0.004913213737435935,0.008347302693264566,no,no,no,0.85,no,
ARDR,ARDR,afca87c30daaf7ba,MONITORING_TAG_ADDED,2025-04-03 07:00:36+00:00,0.056705112621846604,0.05695,0.04695,0.03699,0.03699,0.03699,0.03699,0.03699,-0.347677867308406,-0.347677867308406,-0.347677867308406,-0.347677867308406,-0.347677867308406,3.9995833333333333,3.9995833333333333,3.9995833333333333,2025-04-07T07:00:00+00:00,0.03699,614356.0,22977.48437,-0.5977383035102004,0.5918367346938779,0.017111739990706757,0.0559729580496921,no,yes,no,0.6,yes,low_quote_volume_at_low
