token_entity_id,token_symbol,anchor_event_id,anchor_event_type,bottom_timestamp_utc,bottom_price,max_rebound_24h,max_rebound_3d,max_rebound_7d,max_rebound_14d,max_rebound_30d,max_rebound_60d,max_rebound_90d,rebound_20_flag,rebound_50_flag,rebound_100_flag,rebound_200_flag,days_from_bottom_to_max_rebound,rebound_high_timestamp_utc,rebound_high_price,volume_on_rebound,quote_volume_on_rebound,volume_zscore_on_rebound,rebound_sustained_3d,rebound_sustained_7d,post_rebound_drawdown,pump_and_dump_after_bottom,dead_cat_bounce_flag,low_liquidity_rebound_flag,fallback_used,price_source,exchange,manual_review_required,notes
OXT,OXT,f3b4f1d87991a6c5,MONITORING_TAG_ADDED,2026-04-23T01:00:00+00:00,0.0092,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,0.0652173913043479,no,no,no,no,0.0416666666666666,2026-04-23T02:00:00+00:00,0.0098,1270152.0,12087.7483,-0.4550428778052595,unknown,unknown,,no,no,yes,no,binance_spot,binance,yes,
PDA,PDA,0cc30ba0df8ec322,MONITORING_TAG_ADDED,2025-05-01T17:00:00+00:00,0.0071,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,1.0816901408450703,yes,yes,yes,no,0.0416666666666666,2025-05-01T18:00:00+00:00,0.01478,84191403.8,976003.784168,3.488811076118077,unknown,unknown,-0.4248985115020297,yes,yes,no,no,binance_spot,binance,no,
PERL,PERL,8660726da9a31951,SPOT_TOKEN_DELISTING_ANNOUNCED,2023-12-07T02:00:00+00:00,0.00453,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
PERP,PERP,9793cd97d25ee40f,MONITORING_TAG_ADDED,2025-04-14T07:00:00+00:00,0.1635,0.1327217125382263,0.1926605504587155,1.161467889908257,1.2886850152905196,1.2886850152905196,1.2886850152905196,1.2886850152905196,yes,yes,yes,no,13.25,2025-04-27T13:00:00+00:00,0.3742,4081699.57,1475523.119147,2.634544591923612,yes,yes,-0.909139497594869,no,no,yes,no,binance_spot,binance,yes,
PHB,PHB,166f11821f80f970,MONITORING_TAG_ADDED,2026-05-26T22:00:00+00:00,0.029,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,yes,no,binance_spot,binance,yes,
PNT,PNT,31a48282d85a2000,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-04-03T02:00:00+00:00,0.0215,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
POLS,POLS,167819d9a56f2560,MONITORING_TAG_ADDED,2024-07-08T17:00:00+00:00,0.2842,0.5464461646727656,0.5464461646727656,0.6498944405348346,0.6498944405348346,0.6498944405348346,0.6498944405348346,0.6498944405348346,yes,yes,no,no,4.708333333333333,2024-07-13T10:00:00+00:00,0.4689,2696078.6,1202819.04254,0.4792967428516158,yes,yes,-0.3495414800597142,no,no,no,no,binance_spot,binance,no,
POND,POND,35a9e6faaa5862b7,MONITORING_TAG_ADDED,2026-05-22T20:00:00+00:00,0.00135,0.0740740740740739,1.5629629629629629,1.5629629629629629,1.5629629629629629,1.5629629629629629,1.5629629629629629,1.5629629629629629,yes,yes,yes,no,2.8333333333333335,2026-05-25T16:00:00+00:00,0.00346,1323669635.0,3244098.08285,4.694813278346221,no,no,-0.4710982658959537,yes,yes,yes,no,binance_spot,binance,yes,
PORTAL,PORTAL,a556e77327afcd24,MONITORING_TAG_ADDED,2025-06-22T20:00:00+00:00,0.0267,0.2022471910112357,0.3220973782771534,0.3220973782771534,0.7003745318352059,2.176029962546816,2.176029962546816,2.176029962546816,yes,yes,yes,yes,18.666666666666668,2025-07-11T12:00:00+00:00,0.0848,274565874.7,20251230.09087,4.576123615069719,no,no,-0.9139150943396226,yes,yes,no,no,binance_spot,binance,no,
PROS,PROS,14c99625149e363a,MONITORING_TAG_ADDED,2024-10-03T16:00:00+00:00,0.2562,0.1900858704137393,0.1900858704137393,1.93871975019516,1.93871975019516,1.93871975019516,3.575331772053083,3.575331772053083,yes,yes,yes,yes,42.083333333333336,2024-11-14T18:00:00+00:00,1.1722,17617318.0,18287340.7344,1.3718325820859052,yes,yes,-0.9785872717966216,no,no,no,no,binance_spot,binance,no,
PYTH,PYTH,892c4aa7b773f859,MONITORING_TAG_REMOVED,2025-07-09T04:00:00+00:00,0.0979,0.0858018386108274,0.2400408580183859,0.2962206332992851,0.572012257405516,0.572012257405516,1.5536261491317669,1.5536261491317669,yes,yes,yes,no,50.833333333333336,2025-08-29T00:00:00+00:00,0.25,139847849.4,32452100.75667,1.7063952884832538,yes,yes,-0.856,no,no,yes,no,binance_spot,binance,yes,
QI,QI,31663d580e98be67,MONITORING_TAG_ADDED,2026-03-29T22:00:00+00:00,0.00135,0.0222222222222221,0.0370370370370369,0.0518518518518518,0.1555555555555554,1.0,1.0,1.0,yes,yes,yes,no,21.625,2026-04-20T13:00:00+00:00,0.0027,385508342.0,893483.097,2.6981229910340288,no,no,-0.4518518518518518,yes,yes,yes,no,binance_spot,binance,yes,
QUICK,QUICK,88394d4087b17e7e,MONITORING_TAG_ADDED,2026-05-26T10:00:00+00:00,0.00708,0.0932203389830508,0.0932203389830508,0.0932203389830508,0.0932203389830508,0.0932203389830508,0.0932203389830508,0.0932203389830508,no,no,no,no,0.0833333333333333,2026-05-26T12:00:00+00:00,0.00774,1834642.0,14086.34873,-0.2680451256204482,unknown,unknown,-0.0490956072351421,no,no,yes,no,binance_spot,binance,yes,
RDNT,RDNT,c643d1df6b26e19d,MONITORING_TAG_ADDED,2026-04-01T02:00:00+00:00,0.00321,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,yes,no,binance_spot,binance,yes,
REEF,REEF,459073a914558055,MONITORING_TAG_ADDED,2024-01-23T09:00:00+00:00,0.001321,0.0764572293716883,0.1014383043149129,0.1347464042392128,0.1370174110522333,0.4595003785011355,3.155942467827404,3.155942467827404,yes,yes,yes,yes,48.916666666666664,2024-03-12T07:00:00+00:00,0.00549,6615839000.0,33039878.56454,3.7302632696691216,no,no,-0.8814207650273224,yes,yes,no,no,binance_spot,binance,no,
REI,REI,95453d2e61ce0ed3,MONITORING_TAG_ADDED,2025-06-22T20:00:00+00:00,0.01331,0.1412471825694965,0.2028549962434258,0.2344102178812921,0.2607062359128473,0.5101427498121711,1.3966942148760326,1.3966942148760326,yes,yes,yes,no,33.666666666666664,2025-07-26T12:00:00+00:00,0.0319,177970209.7,5302431.303039,1.4503834162667009,no,no,-0.9247648902821316,yes,yes,yes,no,binance_spot,binance,yes,
REN,REN,55c6f3a56b85b5ee,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-11-26T09:00:00+00:00,0.03456,0.3307291666666667,0.4120370370370372,2.343460648148148,2.343460648148148,2.343460648148148,2.343460648148148,2.343460648148148,yes,yes,yes,yes,3.1666666666666665,2024-11-29T13:00:00+00:00,0.11555,381026543.0,29517546.416601,4.111342836599974,yes,yes,-0.6737343141497187,no,no,no,no,binance_spot,binance,no,
RESOLV,RESOLV,b3172c363e7bc7a7,MONITORING_TAG_ADDED,2026-05-26T17:00:00+00:00,0.0219,0.0639269406392695,0.0639269406392695,0.0639269406392695,0.0639269406392695,0.0639269406392695,0.0639269406392695,0.0639269406392695,no,no,no,no,0.125,2026-05-26T20:00:00+00:00,0.0233,1055330.5,24422.72412,-1.015281016520106,unknown,unknown,-0.0257510729613733,no,no,no,no,binance_spot,binance,no,
SLF,SLF,75401db392ee79e3,MONITORING_TAG_ADDED,2025-09-17T02:00:00+00:00,0.0156,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
SNM,SNM,8c77ca08a398851d,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_bottom_or_path
SNT,SNT,bf72bb1d09062290,MONITORING_TAG_ADDED,2024-08-05T06:00:00+00:00,0.01612,0.1811414392059556,0.3405707196029779,0.4150124069478909,0.4150124069478909,0.7295285359801489,0.7295285359801489,0.7928039702233252,yes,yes,no,no,73.75,2024-10-18T00:00:00+00:00,0.0289,23111856.0,617891.27768,2.1818730654194947,yes,yes,-0.4515570934256055,no,no,no,no,binance_spot,binance,no,
SRM,SRM,0e162a9646208d35,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_bottom_or_path
STMX,STMX,c7d11f997d396961,MONITORING_TAG_ADDED,2025-02-03T02:00:00+00:00,0.003415,0.3999999999999999,0.3999999999999999,0.3999999999999999,0.4313323572474377,0.9765739385065886,0.9765739385065886,0.9765739385065886,yes,yes,no,no,19.041666666666668,2025-02-22T03:00:00+00:00,0.00675,558723229.0,3228452.884201,3.812257639360468,yes,yes,-0.3528888888888888,no,no,no,no,binance_spot,binance,no,
STORJ,STORJ,f63547e56df03876,MONITORING_TAG_ADDED,2026-05-26T03:00:00+00:00,0.0987,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,0.0425531914893617,no,no,no,no,0.8333333333333334,2026-05-26T23:00:00+00:00,0.1029,101003.0,10340.4154,-0.6594100106473642,unknown,unknown,,no,no,yes,no,binance_spot,binance,yes,
STPT,STPT,34739c73dc72f1d0,MONITORING_TAG_ADDED,2025-04-07T06:00:00+00:00,0.03008,0.231382978723404,0.6612367021276597,0.6612367021276597,0.6612367021276597,1.7596409574468086,1.876994680851064,1.876994680851064,yes,yes,yes,no,31.75,2025-05-09T00:00:00+00:00,0.08654,87019673.1,7155451.773737,4.544410458223155,yes,yes,-0.2479778137277559,no,no,no,no,binance_spot,binance,no,
SUN,SUN,d40e87ef3d1ebf58,MONITORING_TAG_ADDED,2024-08-05T13:00:00+00:00,0.00803,0.074719800747198,0.1270236612702366,0.1469489414694893,0.4271481942714819,4.584059775840597,4.584059775840597,4.584059775840597,yes,yes,yes,yes,19.708333333333332,2024-08-25T06:00:00+00:00,0.04484,188701751.0,8218165.12453,0.8161019169272725,no,no,-0.6674843889384479,yes,yes,no,no,binance_spot,binance,no,
SXP,SXP,cf537e599c97af65,MONITORING_TAG_ADDED,2026-02-24T08:00:00+00:00,0.0186,0.4301075268817205,0.4301075268817205,0.4301075268817205,0.4677419354838712,0.4677419354838712,0.4677419354838712,0.4677419354838712,yes,no,no,no,10.416666666666666,2026-03-06T18:00:00+00:00,0.0273,35936280.7,904457.41446,2.669384126430045,no,no,-0.9304029304029304,no,yes,yes,no,binance_spot,binance,yes,
SYN,SYN,f0150e75bcb7b849,MONITORING_TAG_ADDED,2026-05-26T19:00:00+00:00,0.0422,0.0213270142180095,0.0213270142180095,0.0213270142180095,0.0213270142180095,0.0213270142180095,0.0213270142180095,0.0213270142180095,no,no,no,no,0.125,2026-05-26T22:00:00+00:00,0.0431,269279.6,11549.96489,0.2553062597064809,unknown,unknown,-0.0092807424593966,no,no,yes,no,binance_spot,binance,yes,
SYS,SYS,3635c4847266eeb7,MONITORING_TAG_ADDED,2026-05-26T20:00:00+00:00,0.00193,1.7875647668393784,1.7875647668393784,1.7875647668393784,1.7875647668393784,1.7875647668393784,1.7875647668393784,1.7875647668393784,yes,yes,yes,no,0.125,2026-05-26T23:00:00+00:00,0.00538,50600720.0,218275.28762,4.3558332383444185,unknown,unknown,,no,no,yes,no,binance_spot,binance,yes,
TAO,TAO,497dc1d81fd0d8f9,MONITORING_TAG_REMOVED,2025-09-28T12:00:00+00:00,289.4,0.0628887353144438,0.0915687629578438,0.1423635107118177,0.3752591568762959,0.3752591568762959,0.3752591568762959,0.3752591568762959,yes,no,no,no,12.041666666666666,2025-10-10T13:00:00+00:00,398.0,26403.9726,10318547.20757,2.7602260081517787,no,no,-0.6482412060301508,no,yes,no,no,binance_spot,binance,no,
THE,THE,2992917afa584581,MONITORING_TAG_REMOVED,2025-07-09T04:00:00+00:00,0.2309,0.0567345171069726,0.3209181463837158,1.728453876136856,1.728453876136856,1.728453876136856,1.728453876136856,2.1312256388046773,yes,yes,yes,yes,74.41666666666667,2025-09-21T14:00:00+00:00,0.723,24478169.6,16692474.74449,2.068594314105297,yes,yes,-0.8972337482710927,no,no,yes,no,binance_spot,binance,yes,
TLM,TLM,53093ab4bf09fee7,MONITORING_TAG_ADDED,2026-06-07T20:00:00+00:00,0.001,0.0809999999999999,0.0809999999999999,0.0809999999999999,0.0809999999999999,0.0809999999999999,0.0809999999999999,0.0809999999999999,no,no,no,no,0.0833333333333333,2026-06-07T22:00:00+00:00,0.001081,31687509.0,33650.418892,1.5942704276684518,unknown,unknown,-0.0555041628122108,no,no,yes,no,binance_spot,binance,yes,
TORN,TORN,890d16cda52aee13,SPOT_TOKEN_DELISTING_ANNOUNCED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_bottom_or_path
TROY,TROY,db0cdaac498440e7,MONITORING_TAG_ADDED,2025-04-02T05:00:00+00:00,0.000743,0.1965006729475102,0.1965006729475102,0.1965006729475102,0.1965006729475102,0.1965006729475102,0.1965006729475102,0.1965006729475102,no,no,no,no,0.625,2025-04-02T20:00:00+00:00,0.000889,763591838.0,655544.971623,1.906604774183784,no,no,-0.9313835770528684,no,no,no,no,binance_spot,binance,no,
UFT,UFT,93a4361a2732433c,MONITORING_TAG_ADDED,2025-04-16T00:00:00+00:00,0.0086,0.2558139534883721,0.2558139534883721,0.2558139534883721,0.2558139534883721,0.2558139534883721,0.2558139534883721,0.2558139534883721,yes,no,no,no,0.0416666666666666,2025-04-16T01:00:00+00:00,0.0108,1508017.0,14886.1418,-0.38327471949033,unknown,unknown,-0.1944444444444445,no,no,yes,no,binance_spot,binance,yes,
UNFI,UNFI,bcbb33fb0a078dbd,MONITORING_TAG_ADDED,2024-04-13T20:00:00+00:00,2.511,0.4575866188769415,0.4575866188769415,0.6252489048187975,0.6475507765830344,0.7196336121067302,1.3496614894464356,1.3496614894464356,yes,yes,yes,no,39.791666666666664,2024-05-23T15:00:00+00:00,5.9,340231.8,1970200.8781,0.6613460903041576,yes,yes,-0.7774576271186441,no,no,no,no,binance_spot,binance,no,
VAI,VAI,9f5912ee50a005d4,MONITORING_TAG_ADDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_bottom_or_path
VELODROME,VELODROME,19b84d1ea3ca7fa5,MONITORING_TAG_ADDED,2026-04-14T22:00:00+00:00,0.01434,0.0585774058577406,0.219665271966527,0.2343096234309623,0.3263598326359831,0.3709902370990237,0.3709902370990237,0.3709902370990237,yes,no,no,no,25.75,2026-05-10T16:00:00+00:00,0.01966,1652532.3,32215.632268,1.055615822431818,no,no,-0.2533062054933875,no,no,yes,no,binance_spot,binance,yes,
VGX,VGX,ca86e505313d35f7,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-08-25T23:00:00+00:00,0.0127,0.4881889763779528,0.4881889763779528,0.4881889763779528,0.4881889763779528,0.4881889763779528,0.4881889763779528,0.4881889763779528,yes,no,no,no,0.0416666666666666,2024-08-26T00:00:00+00:00,0.0189,14266886.6,258026.52362,-0.1536544715617822,unknown,unknown,-0.1322751322751322,no,no,no,no,binance_spot,binance,no,
VIB,VIB,d485d7796d3134c1,MONITORING_TAG_ADDED,2025-05-02T02:00:00+00:00,0.0018,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
VIC,VIC,160aee0f5e2dd2e9,MONITORING_TAG_ADDED,2026-04-30T11:00:00+00:00,0.0416,0.2668269230769231,0.2668269230769231,0.2668269230769231,1.0913461538461535,1.0913461538461535,1.0913461538461535,1.0913461538461535,yes,yes,yes,no,12.208333333333334,2026-05-12T16:00:00+00:00,0.087,52609504.37,3940012.562938,3.611064877443774,no,no,-0.4126436781609195,yes,yes,yes,no,binance_spot,binance,yes,
VIDT,VIDT,c93a669847ebc63d,MONITORING_TAG_ADDED,2025-04-16T02:00:00+00:00,0.00105,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
VITE,VITE,b0e2fef6b72f5dbc,MONITORING_TAG_ADDED,2024-11-03T15:00:00+00:00,0.0098,0.073469387755102,0.1285714285714285,0.3755102040816327,0.9102040816326532,0.9102040816326532,1.1316326530612244,1.1316326530612244,yes,yes,yes,no,40.791666666666664,2024-12-14T10:00:00+00:00,0.02089,196763675.8,3884622.909691,1.8838158580394184,no,no,-0.961704164672092,yes,yes,yes,no,binance_spot,binance,yes,
VOXEL,VOXEL,e0c3a1cadfeb9ad2,MONITORING_TAG_ADDED,2025-04-17T13:00:00+00:00,0.0201,0.1144278606965174,7.865671641791044,7.865671641791044,7.865671641791044,7.865671641791044,7.865671641791044,7.865671641791044,yes,yes,yes,yes,2.5416666666666665,2025-04-20T02:00:00+00:00,0.1782,179604881.9,21312889.26484,3.9076923272069823,yes,yes,-0.9270482603815936,no,no,yes,no,binance_spot,binance,yes,
WAN,WAN,f1627838a2164868,MONITORING_TAG_ADDED,2025-10-10T21:00:00+00:00,0.06,0.6316666666666668,0.6316666666666668,0.6316666666666668,0.6316666666666668,0.6316666666666668,0.6316666666666668,0.6316666666666668,yes,yes,no,no,0.75,2025-10-11T15:00:00+00:00,0.0979,20537625.0,1716794.6855,4.618634079076405,yes,yes,-0.4892747701736465,no,no,no,no,binance_spot,binance,no,
WAVES,WAVES,c93ee5f086c41471,MONITORING_TAG_ADDED,2024-06-17T01:00:00+00:00,0.951,0.1377497371188223,0.1377497371188223,0.1377497371188223,0.1377497371188223,0.1377497371188223,0.1377497371188223,0.1377497371188223,no,no,no,no,0.0416666666666666,2024-06-17T02:00:00+00:00,1.082,322174.38,329882.30321,1.7715858335842998,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
WIF,WIF,8fc0ed1fa5f76c22,MONITORING_TAG_ADDED,2026-03-11T05:00:00+00:00,0.161,0.0745341614906831,0.1304347826086955,0.2049689440993789,0.2236024844720496,0.2857142857142856,0.7391304347826089,0.7391304347826089,yes,yes,no,no,56.0,2026-05-06T05:00:00+00:00,0.28,69308823.19,16922357.66235,4.675596960682374,no,no,-0.3607142857142857,yes,yes,no,no,binance_spot,binance,no,
WING,WING,8025080a0cc8fac6,MONITORING_TAG_ADDED,2025-05-02T02:00:00+00:00,0.291,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
WNXM,WNXM,832b8eba4d6c1d29,MONITORING_TAG_ADDED,2024-04-13T21:00:00+00:00,57.11,0.1206443705130451,0.1836806163544038,0.1836806163544038,0.2088951146909474,0.2216774645421115,0.501838557170373,0.501838557170373,yes,yes,no,no,43.791666666666664,2024-05-27T16:00:00+00:00,85.77,264.72,22566.5413,-0.1729046903638564,no,no,-0.2742217558586918,no,no,yes,no,binance_spot,binance,yes,
WRX,WRX,4cc3c268e5d9fbd4,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-12-25T02:00:00+00:00,0.0144,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,yes,
WTC,WTC,368a3d7cdf4b4eeb,MONITORING_TAG_ADDED,2023-12-07T02:00:00+00:00,0.01,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,,no,no,no,no,binance_spot,binance,no,
XEM,XEM,a956d4f5da81e55f,MONITORING_TAG_ADDED,2023-10-12T09:00:00+00:00,0.02414,0.0314830157415078,0.0753935376967687,0.1130903065451531,0.2216238608119303,0.8641259320629657,0.8641259320629657,0.8641259320629657,yes,yes,no,no,27.666666666666668,2023-11-09T01:00:00+00:00,0.045,80634801.0,3340818.12664,1.725040443822819,no,no,-0.6702222222222223,yes,yes,yes,no,binance_spot,binance,yes,
XMR,XMR,841a343b613e39f5,MONITORING_TAG_ADDED,2024-02-06T18:00:00+00:00,100.4,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,0.344621513944223,yes,no,no,no,0.5416666666666666,2024-02-07T07:00:00+00:00,135.0,27196.531,3536474.3447,-0.5054106223099372,yes,yes,-0.1962962962962963,no,no,no,no,binance_spot,binance,no,
YFII,YFII,17d622fb9ec8aa71,SPOT_TOKEN_DELISTING_ANNOUNCED,2023-08-21T15:00:00+00:00,419.2,0.0458015267175573,0.0458015267175573,0.0458015267175573,0.0458015267175573,0.0458015267175573,0.0458015267175573,0.0458015267175573,no,no,no,no,0.0416666666666666,2023-08-21T16:00:00+00:00,438.4,415.1904,178128.95998,2.571046028169489,unknown,unknown,-0.0317062043795619,no,no,no,no,binance_spot,binance,yes,
ZEC,ZEC,0530e835539c12c2,MONITORING_TAG_ADDED,2024-01-09T12:00:00+00:00,18.5,0.1216216216216217,0.362162162162162,0.3783783783783783,0.3783783783783783,0.3783783783783783,0.9254054054054052,0.9270270270270268,yes,yes,no,no,63.583333333333336,2024-03-13T02:00:00+00:00,35.65,18706.316,661982.76849,0.5323077421530659,yes,yes,-0.5573632538569425,no,no,no,no,binance_spot,binance,no,
