token_entity_id,token_symbol,anchor_event_id,anchor_event_type,bottom_timestamp_utc,bottom_price,max_rebound_24h,max_rebound_3d,max_rebound_7d,max_rebound_14d,max_rebound_30d,max_rebound_60d,max_rebound_90d,rebound_20_flag,rebound_50_flag,rebound_100_flag,rebound_200_flag,days_from_bottom_to_max_rebound,rebound_high_timestamp_utc,rebound_high_price,volume_on_rebound,quote_volume_on_rebound,volume_zscore_on_rebound,rebound_sustained_3d,rebound_sustained_7d,post_rebound_drawdown,pump_and_dump_after_bottom,dead_cat_bounce_flag,low_liquidity_rebound_flag,fallback_used,price_source,exchange,manual_review_required,notes
A2Z,A2Z,1fc6e5215a5c6f00,MONITORING_TAG_ADDED,2026-04-01T01:00:00+00:00,7.2e-05,0.2222222222222221,0.2222222222222221,0.2222222222222221,0.2222222222222221,0.2222222222222221,0.2222222222222221,0.2222222222222221,yes,no,no,no,0.041666666666666664,2026-04-01T02:00:00+00:00,8.8e-05,1015116377.0,81147.222786,0.9085640266473609,unknown,unknown,nan,no,no,yes,no,binance_spot,binance,yes,
ACA,ACA,dccc644ea3175a5f,MONITORING_TAG_ADDED,2026-02-13T00:00:00+00:00,0.0017,0.23529411764705888,0.23529411764705888,0.23529411764705888,0.23529411764705888,0.23529411764705888,0.23529411764705888,0.23529411764705888,yes,no,no,no,0.041666666666666664,2026-02-13T01:00:00+00:00,0.0021,4408260.44,8457.11729,-0.9578179470089063,unknown,unknown,-0.1428571428571428,no,no,yes,no,binance_spot,binance,yes,
AERGO,AERGO,abca945eb2bee96c,MONITORING_TAG_ADDED,2025-03-11T00:00:00+00:00,0.0579,0.1588946459412781,0.23488773747841085,0.24870466321243523,0.6649395509499136,0.6649395509499136,0.6649395509499136,0.6649395509499136,yes,yes,no,no,7.166666666666667,2025-03-18T04:00:00+00:00,0.0964,50012507.0,4130929.339,4.693713142097547,yes,yes,-0.36721991701244816,no,no,yes,no,binance_spot,binance,yes,
AKRO,AKRO,2ebc47e2d093dcb6,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-12-25T02:00:00+00:00,0.000906,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,yes,
ALCX,ALCX,4a1694681090a940,MONITORING_TAG_ADDED,2026-06-06T05:00:00+00:00,3.28,0.04573170731707332,0.07621951219512191,0.07621951219512191,0.07621951219512191,0.07621951219512191,0.07621951219512191,0.07621951219512191,no,no,no,no,1.7083333333333333,2026-06-07T22:00:00+00:00,3.53,5431.9509,18984.814795,2.875270540023756,unknown,unknown,-0.025495750708215303,no,no,yes,no,binance_spot,binance,yes,
ALPACA,ALPACA,064b0dde744232dc,MONITORING_TAG_ADDED,2025-04-17T02:00:00+00:00,0.0278,0.10431654676258995,0.9640287769784175,1.5575539568345325,44.68345323741008,44.68345323741008,44.68345323741008,44.68345323741008,yes,yes,yes,yes,13.25,2025-04-30T08:00:00+00:00,1.27,53819035.6,60094581.62144,2.482920153982655,yes,yes,-0.8389763779527559,no,no,no,no,binance_spot,binance,no,
ALPHA,ALPHA,cdee2c69a544c7e6,MONITORING_TAG_ADDED,2025-07-04T02:00:00+00:00,0.0092,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,no,
AMB,AMB,78605f349f17de8a,SPOT_TOKEN_DELISTING_ANNOUNCED,2025-02-24T02:00:00+00:00,0.00026,,,,,,,,no,no,no,no,,,,,,,unknown,unknown,nan,no,no,no,no,binance_spot,binance,yes,
ANT,ANT,e0c4360ac0bda986,MONITORING_TAG_ADDED,2024-01-08T02:00:00+00:00,5.457,0.09785596481583281,0.21623602712112877,0.26259849734286234,0.2827560930914421,0.2827560930914421,0.39069085578156515,0.39069085578156515,yes,no,no,no,42.833333333333336,2024-02-19T22:00:00+00:00,7.589,6025.1,45422.9165,-0.5991231186578393,no,no,-0.05626564764791153,no,no,no,no,binance_spot,binance,no,
ARDR,ARDR,afca87c30daaf7ba,MONITORING_TAG_ADDED,2025-04-07T07:00:00+00:00,0.03699,0.32306028656393604,1.2303325223033252,1.2438496891051636,4.073803730738037,4.073803730738037,4.073803730738037,4.073803730738037,yes,yes,yes,yes,9.125,2025-04-16T10:00:00+00:00,0.18768,25674049.0,3975761.89635,1.5767936211676277,yes,yes,-0.7958226768968457,no,no,yes,no,binance_spot,binance,yes,
