token_symbol,signal_type,original_1h_signal_time,refined_15m_entry_time,refined_15m_entry_price,refined_15m_stop_price,refined_stop_distance_pct,refined_mae_before_mfe,refined_mfe_24h,refined_mfe_3d,refined_mfe_7d,refined_rr_24h,refined_rr_3d,refined_rr_7d,wick_risk_flag,single_candle_artifact_flag,missed_15m_signal_flag,false_breakout_warning_flag,liquidity_at_15m_entry,volume_zscore_at_15m_entry,time_to_20_target_hours,time_to_50_target_hours,time_to_100_target_hours,stop_failed,refinement_notes
SUN,HIGHER_LOW_BREAKOUT,2024-08-13T17:00:00+00:00,2024-08-13T17:00:00+00:00,0.00906,0.0086926,-0.04055187637969104,-0.006622516556291536,0.01986754966887405,0.21964679911699792,0.6777041942604856,0.4899292324441984,5.416439847577562,16.712030484485535,no,no,no,no,6786.12008,-0.6078707821434501,63.0,164.0,nan,no,low_15m_entry_liquidity
CLV,HIGHER_LOW_BREAKOUT,2024-11-09T20:00:00+00:00,2024-11-09T20:00:00+00:00,0.02938,0.0268226,-0.08704560925799865,-0.023144996596324074,0.3134785568413887,0.3134785568413887,5.466984343090538,3.6013138343630247,3.6013138343630247,62.80597481817471,no,no,no,no,6462.758578,-0.5537200701384083,20.25,121.0,141.25,no,low_15m_entry_liquidity
GHST,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
GHST,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
GHST,SLOW_BLEED_SQUEEZE_BREAKOUT,2025-12-09T15:00:00+00:00,2025-12-09T15:00:00+00:00,0.205,0.196,-0.04390243902439017,0.0,0.039024390243902474,0.039024390243902474,0.039024390243902474,0.8888888888888912,0.8888888888888912,0.8888888888888912,no,no,no,yes,3772.4919,1.7992418357199353,nan,nan,nan,yes,low_15m_entry_liquidity
STPT,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
STPT,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
ALPACA,CAPITULATION_RECLAIM,2025-04-17T06:00:00+00:00,2025-04-17T06:00:00+00:00,0.0302,0.027243999999999997,-0.09788079470198685,-0.039735099337748325,0.01655629139072845,0.9602649006622517,1.8377483443708607,0.16914749661704964,9.810554803788895,18.775372124492538,no,no,no,no,10262.92055,-0.2338174517918135,43.5,57.0,73.75,no,low_15m_entry_liquidity
ALPACA,SLOW_BLEED_SQUEEZE_BREAKOUT,2025-03-11T14:00:00+00:00,2025-03-11T14:00:00+00:00,0.0739,0.053998000000000004,-0.26930987821380237,-0.020297699594045815,0.15020297699594054,0.18809201623815985,0.18809201623815985,0.5577328911667173,0.6984222691186823,0.6984222691186823,no,no,no,no,204413.08625,1.2781799353038004,nan,nan,nan,no,
AST,CAPITULATION_RECLAIM,2025-03-16T10:00:00+00:00,2025-03-16T10:00:00+00:00,0.0453,0.008428,-0.8139514348785872,-0.10375275938189854,0.022075055187638082,0.05739514348785857,0.05739514348785857,0.027120850509872126,0.07051421132566699,0.07051421132566699,no,yes,no,no,9806.83,0.4122742935241007,nan,nan,nan,no,next_3_15m_candles_failed_to_extend;low_15m_entry_liquidity
AST,SLOW_BLEED_SQUEEZE_BREAKOUT,2025-03-13T08:00:00+00:00,2025-03-13T08:00:00+00:00,0.0443,0.0392,-0.1151241534988714,-0.8058690744920993,0.060948081264108334,0.0790067720090295,0.08126410835214437,0.5294117647058819,0.6862745098039226,0.7058823529411752,yes,no,no,yes,53936.7714,6.817156687966626,nan,nan,nan,yes,15m_entry_has_wick_or_large_range
FLOW,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
FLOW,SLOW_BLEED_SQUEEZE_BREAKOUT,2026-01-09T15:00:00+00:00,2026-01-09T15:00:00+00:00,0.093,0.08525999999999999,-0.08322580645161304,-0.010752688172043001,0.021505376344086002,0.021505376344086002,0.021505376344086002,0.25839793281653683,0.25839793281653683,0.25839793281653683,no,no,no,yes,20347.70675,0.2766028378154462,nan,nan,nan,yes,low_15m_entry_liquidity
KEY,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
KEY,SLOW_BLEED_SQUEEZE_BREAKOUT,2024-10-15T11:00:00+00:00,2024-10-15T11:00:00+00:00,0.004298,0.00348586,-0.18895765472312698,-0.04164727780362942,0.07701256398324818,0.07701256398324818,0.07701256398324818,0.40756519811855196,0.40756519811855196,0.40756519811855196,yes,yes,no,yes,6906713.528951,9.693227219217718,nan,nan,nan,no,15m_entry_has_wick_or_large_range;next_3_15m_candles_failed_to_extend
PDA,NO_EXISTING_SIGNAL_15M_QA,,,,,,,,,,,,,,,,,,,,,,,missing_15m_entry_after_signal
PDA,SLOW_BLEED_SQUEEZE_BREAKOUT,2025-04-12T09:00:00+00:00,2025-04-12T09:00:00+00:00,0.01,0.0093688,-0.06312000000000006,-0.006000000000000116,0.29499999999999993,0.29499999999999993,0.29499999999999993,4.673637515842833,4.673637515842833,4.673637515842833,yes,no,no,yes,9353.688056,1.3199044323969296,8.75,nan,nan,yes,15m_entry_has_wick_or_large_range;low_15m_entry_liquidity
