token_symbol,final_outcome,spot_pair,spot_missing,futures_pair,futures_missing,exact_futures_contract,futures_class,fallback_required,fallback_provider,fallback_market
0G,spot_pair_removed_only,0GUSDT,no,0GUSDT,no,,,no,,
1000CAT,spot_pair_removed_only,1000CATUSDT,no,1000CATUSDT,no,,,no,,
1000CHEEMS,seed_tag_only,1000CHEEMSUSDT,no,1000CHEEMSUSDT,no,,,no,,
1000SATS,seed_tag_only,1000SATSUSDT,no,1000SATSUSDT,no,,,no,,
1000WHY,futures_only_delisting,,yes,1000WHYUSDT,no,,,no,,
1000X,futures_only_delisting,,yes,1000XUSDT,no,1000XUSDT,risk_relevant_or_contract_specific_review,no,,
1INCH,spot_pair_removed_only,1INCHUSDT,no,1INCHUSDT,no,,,no,,
1MBABYDOGE,seed_tag_only,1MBABYDOGEUSDT,no,1MBABYDOGEUSDT,no,,,no,,
2Z,spot_pair_removed_only,2ZUSDT,no,2ZUSDT,no,,,no,,
42,futures_only_delisting,,yes,42USDT,no,,,no,,
A2Z,delisted_after_tag,A2ZUSDT,no,A2ZUSDT,no,,,yes,ccxt_gateio,A2Z/USDT
AAVE,spot_pair_removed_only,AAVEUSDT,no,AAVEUSDT,no,,,no,,
ACA,delisted_after_tag,ACAUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,ACA/USDT
ACE,spot_pair_removed_only,ACEUSDT,no,ACEUSDT,no,,,no,,
ACH,spot_pair_removed_only,ACHUSDT,no,ACHUSDT,no,,,no,,
ACM,spot_pair_removed_only,ACMUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
ACT,seed_tag_only,ACTUSDT,no,ACTUSDT,no,,,no,,
ACX,seed_tag_only,ACXUSDT,no,ACXUSDT,no,,,no,,
ADA,futures_only_delisting,ADAUSDT,no,ADAUSDT,no,ADABUSD,normal_contract_sunset_or_migration_review,no,,
ADX,spot_pair_removed_only,ADXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
AERGO,delisted_after_tag,AERGOUSDT,no,AERGOUSDT,no,,,yes,ccxt_okx,AERGO/USDT
AEVO,spot_pair_removed_only,AEVOUSDT,no,AEVOUSDT,no,,,no,,
AGLD,spot_pair_removed_only,AGLDUSDT,no,AGLDUSDT,no,,,no,,
AI,futures_only_delisting,AIUSDT,no,AIUSDT,no,,,no,,
AIA,futures_only_delisting,,yes,AIAUSDT,no,AIAUSDT,risk_relevant_or_contract_specific_review,no,,
AIGENSYN,seed_tag_only,AIGENSYNUSDT,no,AIGENSYNUSDT,no,,,no,,
AIXBT,seed_tag_only,AIXBTUSDT,no,AIXBTUSDT,no,,,no,,
AKRO,delisted_without_known_tag,AKROUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
ALCX,still_tagged,ALCXUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
ALGO,spot_pair_removed_only,ALGOUSDT,no,ALGOUSDT,no,,,no,,
ALICE,spot_pair_removed_only,ALICEUSDT,no,ALICEUSDT,no,,,no,,
ALLO,spot_pair_removed_only,ALLOUSDT,no,ALLOUSDT,no,,,no,,
ALPACA,delisted_after_tag,ALPACAUSDT,no,ALPACAUSDT,no,,,no,,
ALPHA,delisted_after_tag,ALPHAUSDT,no,ALPHAUSDT,no,ALPHAUSDT,risk_relevant_or_contract_specific_review,no,,
ALPINE,spot_pair_removed_only,ALPINEUSDT,no,ALPINEUSDT,no,,,no,,
ALT,spot_pair_removed_only,ALTUSDT,no,ALTUSDT,no,,,no,,
AMB,delisted_without_known_tag,AMBUSDT,no,AMBUSDT,no,,,no,,
AMP,spot_pair_removed_only,AMPUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
ANIME,spot_pair_removed_only,ANIMEUSDT,no,ANIMEUSDT,no,,,no,,
ANKR,spot_pair_removed_only,ANKRUSDT,no,ANKRUSDT,no,,,no,,
ANT,delisted_after_tag,ANTUSDT,no,,yes,ANTUSDT,risk_relevant_or_contract_specific_review,no,,
APE,spot_pair_removed_only,APEUSDT,no,APEUSDT,no,,,no,,
API3,spot_pair_removed_only,API3USDT,no,API3USDT,no,,,no,,
APT,futures_only_delisting,APTUSDT,no,APTUSDT,no,APTBUSD,normal_contract_sunset_or_migration_review,no,,
AR,spot_pair_removed_only,ARUSDT,no,ARUSDT,no,,,no,,
ARB,spot_pair_removed_only,ARBUSDT,no,ARBUSDT,no,,,no,,
ARDR,still_tagged,ARDRUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
ARPA,spot_pair_removed_only,ARPAUSDT,no,ARPAUSDT,no,,,no,,
AST,delisted_after_tag,ASTUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_mexc,AST/USDT
ASTER,seed_tag_only,ASTERUSDT,no,ASTERUSDT,no,,,no,,
ASTR,spot_pair_removed_only,ASTRUSDT,no,ASTRUSDT,no,,,no,,
AT,spot_pair_removed_only,ATUSDT,no,ATUSDT,no,,,no,,
ATA,delisted_after_tag,ATAUSDT,no,ATAUSDT,no,,,yes,ccxt_kucoin,ATA/USDT
ATOM,spot_pair_removed_only,ATOMUSDT,no,ATOMUSDT,no,,,no,,
AUCTION,spot_pair_removed_only,AUCTIONUSDT,no,AUCTIONUSDT,no,,,no,,
AUDIO,futures_only_delisting,AUDIOUSDT,no,,yes,AUDIOUSDT,risk_relevant_or_contract_specific_review,no,,
AVA,spot_pair_removed_only,AVAUSDT,no,AVAUSDT,no,,,no,,
AVAX,spot_pair_removed_only,AVAXUSDT,no,AVAXUSDT,no,,,no,,
AVNT,seed_tag_only,AVNTUSDT,no,AVNTUSDT,no,,,no,,
AWE,spot_pair_removed_only,AWEUSDT,no,AWEUSDT,no,,,no,,
AXL,seed_tag_only,AXLUSDT,no,AXLUSDT,no,,,no,,
AXS,spot_pair_removed_only,AXSUSDT,no,AXSUSDT,no,,,no,,
B3,futures_only_delisting,,yes,B3USDT,no,,,no,,
BABY,spot_pair_removed_only,BABYUSDT,no,BABYUSDT,no,,,no,,
BADGER,delisted_after_tag,BADGERUSDT,no,BADGERUSDT,no,,,yes,ccxt_gateio,BADGER/USDT
BAKE,delisted_after_tag,BAKEUSDT,no,BAKEUSDT,no,BAKEUSDT,risk_relevant_or_contract_specific_review,no,,
BAL,delisted_after_tag,BALUSDT,no,BALUSDT,no,,,yes,ccxt_mexc,BAL/USDT
BANANA,spot_pair_removed_only,BANANAUSDT,no,BANANAUSDT,no,,,no,,
BAND,spot_pair_removed_only,BANDUSDT,no,BANDUSDT,no,,,no,,
BANK,seed_tag_only,BANKUSDT,no,BANKUSDT,no,,,no,,
BARD,spot_pair_removed_only,BARDUSDT,no,BARDUSDT,no,,,no,,
BASE,seed_tag_only,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,,
BAT,spot_pair_removed_only,BATUSDT,no,BATUSDT,no,,,no,,
BB,spot_pair_removed_only,BBUSDT,no,BBUSDT,no,,,no,,
BCH,spot_pair_removed_only,BCHUSDT,no,BCHUSDT,no,,,no,,
BDXN,futures_only_delisting,,yes,,yes,,no_usdm_pair_in_exchange_info,no,,
BEL,spot_pair_removed_only,BELUSDT,no,BELUSDT,no,,,no,,
BETA,delisted_after_tag,BETAUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
BICO,spot_pair_removed_only,BICOUSDT,no,BICOUSDT,no,,,no,,
BID,futures_only_delisting,,yes,BIDUSDT,no,,,no,,
BIFI,delisted_after_tag,BIFIUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
BLUEBIRD,futures_only_delisting,,yes,,yes,BLUEBIRDUSDT,risk_relevant_or_contract_specific_review,no,,
BLUR,seed_tag_only,BLURUSDT,no,BLURUSDT,no,,,no,,
BLZ,delisted_after_tag,BLZUSDT,no,BLZUSDT,no,,,yes,ccxt_gateio,BLZ/USDT
BMT,spot_pair_removed_only,BMTUSDT,no,BMTUSDT,no,,,no,,
BNB,futures_only_delisting,BNBUSDT,no,BNBUSDT,no,,,no,,
BNT,spot_pair_removed_only,BNTUSDT,no,BNTUSDT,no,,,no,,
BNX,spot_pair_removed_only,BNXUSDT,no,BNXUSDT,no,,,no,,
BOB,futures_only_delisting,,yes,BOBUSDT,no,,,no,,
BOME,seed_tag_only,BOMEUSDT,no,BOMEUSDT,no,,,no,,
BOND,delisted_after_tag,BONDUSDT,no,BONDUSDT,no,BONDUSDT,risk_relevant_or_contract_specific_review,no,,
BONK,seed_tag_only,BONKUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
BREV,spot_pair_removed_only,BREVUSDT,no,BREVUSDT,no,,,no,,
BSC,seed_tag_only,,yes,,yes,,no_usdm_pair_in_exchange_info,yes,,
BSW,delisted_after_tag,BSWUSDT,no,BSWUSDT,no,BSWUSDT,risk_relevant_or_contract_specific_review,yes,ccxt_kucoin,BSW/USDT
BTC,futures_only_delisting,BTCUSDT,no,BTCUSDT,no,,,no,,
BTS,delisted_without_known_tag,BTSUSDT,no,,yes,,no_usdm_pair_in_exchange_info,yes,ccxt_gateio,BTS/USDT
BURGER,delisted_after_tag,BURGERUSDT,no,,yes,,no_usdm_pair_in_exchange_info,no,,
C98,spot_pair_removed_only,C98USDT,no,C98USDT,no,,,no,,
CAKE,spot_pair_removed_only,CAKEUSDT,no,CAKEUSDT,no,,,no,,
CATI,spot_pair_removed_only,CATIUSDT,no,CATIUSDT,no,,,no,,
CELO,spot_pair_removed_only,CELOUSDT,no,CELOUSDT,no,,,no,,
CELR,spot_pair_removed_only,CELRUSDT,no,CELRUSDT,no,,,no,,
CETUS,seed_tag_only,CETUSUSDT,no,CETUSUSDT,no,,,no,,
CFG,seed_tag_only,CFGUSDT,no,CFGUSDT,no,,,no,,
