token_symbol,scenario,drawdown_to_bottom,max_rebound_after_bottom,tradable_signal_found,best_signal_type,signal_quality_score,tradeability_tier,stop_failed,max_adverse_excursion,max_favorable_excursion_7d,risk_reward_7d,manual_review_required,main_reason,notes
FUN,MANUAL_REVIEW_REQUIRED,-0.7757503872727844,0.16666666666666674,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.013,Manual Review,no,-0.08840579710144925,0.05724637681159428,0.5515219212510486,yes,signal_exists_but_manual_review_required,causal_signal_after_confirmation;no_future_low_used
GFT,MANUAL_REVIEW_REQUIRED,-0.8862807228337174,nan,no,,,,,,,,yes,bottom_manual_review;no_capitulation_reclaim,
GHST,EPIC_LIKE_REBOUND,-0.8853884707040791,7.0,yes,CAPITULATION_RECLAIM,0.452,Manual Review,no,-0.02898550724637683,2.478260869565217,4.3181818181818175,no,signal_exists_but_manual_review_required,causal_signal_after_confirmation;no_future_low_used
GPS,MANUAL_REVIEW_REQUIRED,-0.7824148416159113,1.5496688741721854,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.832,B,yes,-0.1737891737891737,0.2678062678062678,2.6523702031602707,yes,stop_hit_after_signal,causal_signal_after_confirmation;no_future_low_used
GTC,MANUAL_REVIEW_REQUIRED,-0.3501194295333018,2.0281690140845074,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
HARD,SLOW_BLEED_THEN_SQUEEZE,-0.4712201724543231,2.134328358208955,yes,HIGHER_LOW_BREAKOUT,0.85,B,no,-0.18289585097375105,0.5571549534292972,1.7852298008573442,no,causal_signal_found,causal_signal_after_confirmation;no_future_low_used
HEI,MANUAL_REVIEW_REQUIRED,-0.26166816914263724,2.6288848263254114,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
HFT,MANUAL_REVIEW_REQUIRED,-0.19938327656459065,0.01834862385321112,no,,,,,,,,yes,bottom_manual_review;low_liquidity_at_bottom;weak_rebound_below_20pct;no_capitulation_reclaim,
HIFI,MANUAL_REVIEW_REQUIRED,-0.7521172494398481,1.431924882629108,yes,SLOW_BLEED_SQUEEZE_BREAKOUT,0.707,C,yes,-0.2550637659414854,0.03525881470367609,0.5628742514970091,yes,false_breakout;next_3_candles_failed_confirmation,causal_signal_after_confirmation;no_future_low_used
HIGH,NO_CLEAR_BOTTOM_REBOUND_PATTERN,-0.16084417006921436,4.5046728971962615,no,,,,,,,,no,strong_rebound_without_causal_confirmation;no_capitulation_reclaim,
