token_entity_id,token_symbol,anchor_event_id,signal_timestamp_utc,signal_type,signal_price,recent_low_timestamp_utc,recent_low_price,stop_price,risk_pct,quote_volume_at_bottom,quote_volume_at_signal,volume_zscore_at_signal,candle_range_at_signal,wick_ratio_at_signal,close_position_in_signal_candle,next_3_candles_confirmation,stop_distance_pct,max_adverse_excursion_after_signal,max_adverse_excursion_before_mfe,max_favorable_excursion_24h,max_favorable_excursion_3d,max_favorable_excursion_7d,max_favorable_excursion_14d,risk_reward_24h,risk_reward_3d,risk_reward_7d,time_to_mfe_hours,time_to_20_target_hours,time_to_50_target_hours,time_to_100_target_hours,signal_volume_zscore,signal_quote_volume,confirmation_type,signal_success_20,signal_success_50,signal_success_100,signal_failed_stop,signal_liquidity_flag,bottom_liquidity_flag,low_liquidity_at_bottom,low_liquidity_at_signal,suspicious_signal_wick,false_breakout_flag,signal_quality_score,tradeability_tier,execution_quality_notes,signal_failure_reason,no_signal_reason,manual_review_required,notes
COMBO,COMBO,ddd8722fcd3a9596,2025-03-12T01:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1573,2025-03-11T00:00:00+00:00,0.0436,0.042728,-0.7283661792752701,280338.90493,166136.47157,3.054470310821704,0.0031999999999999806,0.5937499999999989,0.5937499999999989,no,-0.7283661792752701,-0.47679593134138587,-0.16083916083916072,0.05022250476795942,0.09663064208518746,0.1201525746980292,0.13350286077558793,0.06895227455224677,0.1326676674929301,0.16496177076423554,184.0,nan,nan,nan,3.054470310821704,166136.47157,volume_breakout_after_squeeze_proxy,no,no,no,no,ok,ok,no,no,no,no,0.527,C,,,,no,causal_signal_after_confirmation;no_future_low_used
COOKIE,COOKIE,a5602175aafd748b,2026-05-29T11:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.0118,2026-05-28T04:00:00+00:00,0.0114,0.011172,-0.0532203389830509,46772.05868,22176.98533,1.5550635851978662,0.00020000000000000052,1.0,1.0,yes,-0.0532203389830509,-0.23728813559322037,-0.008474576271186418,0.1694915254237288,0.1694915254237288,0.1694915254237288,0.1694915254237288,3.1847133757961754,3.1847133757961754,3.1847133757961754,22.0,nan,nan,nan,1.5550635851978662,22176.98533,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,ok,no,yes,no,yes,0.089,Manual Review,,false_breakout;low_liquidity_at_signal,,yes,causal_signal_after_confirmation;no_future_low_used
COS,COS,a69cfb015113f6cc,2026-03-14T08:00:00+00:00,HIGHER_LOW_BREAKOUT,0.001639,2026-03-12T20:00:00+00:00,0.000948,0.0009290399999999999,-0.4331665649786456,8660.5605121,2692062.85912,2.8284328539994017,0.000245,0.7061224489795918,0.7061224489795918,yes,-0.4331665649786456,-0.23550945698596704,-0.09273947528981086,0.6369737644905431,0.6369737644905431,0.6369737644905431,0.6369737644905431,1.4705053805848216,1.4705053805848216,1.4705053805848216,5.0,4.0,5.0,nan,2.8284328539994017,2692062.85912,breakout_after_higher_low,yes,yes,no,no,ok,low,yes,no,no,no,0.703,C,"low liquidity at bottom, but signal liquidity improved",,,no,causal_signal_after_confirmation;no_future_low_used
CREAM,CREAM,c7f6923d690b160e,2025-04-15T16:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,1.31,2025-04-13T21:00:00+00:00,0.99,0.9702,-0.25938931297709933,74711.08841,277183.92375,2.8744076041219984,0.33999999999999986,0.5588235294117648,0.5588235294117648,no,-0.25938931297709933,-0.2137404580152672,-0.2137404580152672,0.7175572519083968,0.7175572519083968,0.7175572519083968,0.7175572519083968,2.766333137139492,2.766333137139492,2.766333137139492,10.0,1.0,10.0,nan,2.8744076041219984,277183.92375,volume_breakout_after_squeeze_proxy,yes,yes,no,no,ok,ok,no,no,no,no,0.812,B,,,,no,causal_signal_after_confirmation;no_future_low_used
CTXC,CTXC,73bd41c12e1c9037,2024-07-09T13:00:00+00:00,HIGHER_LOW_BREAKOUT,0.1366,2024-07-08T01:00:00+00:00,0.1185,0.11613,-0.1498535871156662,194788.4027,586511.4557,4.419231955235922,0.009000000000000008,0.6888888888888896,0.6888888888888896,yes,-0.1498535871156662,-0.03147877013177158,-0.03147877013177158,0.4092240117130308,0.4092240117130308,0.4092240117130308,0.4092240117130308,2.7308255984367364,2.7308255984367364,2.7308255984367364,20.0,4.0,nan,nan,4.419231955235922,586511.4557,breakout_after_higher_low,yes,no,no,no,ok,ok,no,no,no,no,0.947,B,,,,no,causal_signal_after_confirmation;no_future_low_used
CTXC,CTXC,73bd41c12e1c9037,2024-07-09T04:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.1291,2024-07-06T05:00:00+00:00,0.1184,0.116032,-0.10122385747482565,194788.4027,142674.9396,2.1411235041142467,0.0022000000000000075,0.2272727272727267,0.2272727272727267,yes,-0.10122385747482565,-0.0077459333849728695,-0.0077459333849728695,0.3323005422153369,0.4910921766072813,0.4910921766072813,0.4910921766072813,3.282828282828284,4.851545760636674,4.851545760636674,29.0,11.0,nan,nan,2.1411235041142467,142674.9396,volume_breakout_after_squeeze_proxy,yes,no,no,no,ok,ok,no,no,no,no,0.808,A,,,,no,causal_signal_after_confirmation;no_future_low_used
DEGO,DEGO,6cca4d0784f78049,2026-03-13T11:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.951,2026-03-11T12:00:00+00:00,0.555,0.5439,-0.42807570977917975,40431.03254,1534153.39256,2.9326205851258655,0.17299999999999993,0.6763005780346824,0.6763005780346824,yes,-0.42807570977917975,-0.6792849631966351,-0.12407991587802314,0.2439537329127235,0.2502628811777079,0.5036803364879074,0.5036803364879074,0.5698845492507985,0.5846229427659058,1.176615082289364,87.0,4.0,87.0,nan,2.9326205851258655,1534153.39256,volume_breakout_after_squeeze_proxy,yes,yes,no,yes,ok,ok,no,no,no,no,0.696,C,,stop_hit_after_signal,,no,causal_signal_after_confirmation;no_future_low_used
DENT,DENT,61e888f9a9a6a36e,2025-12-09T15:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.000254,2025-12-06T15:00:00+00:00,0.00023,0.0002254,-0.11259842519685037,10160.348742,46694.294023,1.525579897412238,1.0999999999999996e-05,0.8181818181818187,0.8181818181818187,no,-0.11259842519685037,-0.23228346456692917,-0.00393700787401563,0.011811023622047223,0.011811023622047223,0.011811023622047223,0.011811023622047223,0.10489510489510473,0.10489510489510473,0.10489510489510473,1.0,nan,nan,nan,1.525579897412238,46694.294023,volume_breakout_after_squeeze_proxy,no,no,no,yes,low,low,yes,yes,no,yes,0.144,Manual Review,,false_breakout;low_liquidity_at_signal;next_3_candles_failed_confirmation,,yes,causal_signal_after_confirmation;no_future_low_used
EPIC,EPIC,c518920624770484,2026-06-01T05:00:00+00:00,HIGHER_LOW_BREAKOUT,0.277,2026-05-30T10:00:00+00:00,0.229,0.22442,-0.1898194945848376,15480.2122,284460.5106,4.132890939387055,0.03199999999999997,0.6250000000000011,0.6250000000000011,yes,-0.1898194945848376,-0.0577617328519856,-0.0577617328519856,0.3826714801444042,1.1227436823104688,1.974729241877256,1.974729241877256,2.015975656143019,5.914796500570555,10.4031951312286,165.0,6.0,28.0,53.0,4.132890939387055,284460.5106,breakout_after_higher_low,yes,yes,yes,no,ok,low,yes,no,no,no,0.872,B,"low liquidity at bottom, but signal liquidity improved",,,no,causal_signal_after_confirmation;no_future_low_used
EPX,EPX,daa09b139684a4a8,2024-04-10T21:00:00+00:00,SLOW_BLEED_SQUEEZE_BREAKOUT,0.000269,2024-04-10T03:00:00+00:00,0.0002523,0.00024725400000000003,-0.08084014869888456,76923.8419379,266988.7536443,3.7910334354551543,7.999999999999978e-06,0.32499999999999524,0.32499999999999524,yes,-0.08084014869888456,-0.46171003717472114,0.0,0.043122676579925745,0.043122676579925745,0.043122676579925745,0.043122676579925745,0.5334314356663319,0.5334314356663319,0.5334314356663319,1.0,nan,nan,nan,3.7910334354551543,266988.7536443,volume_breakout_after_squeeze_proxy,no,no,no,yes,ok,ok,no,no,no,yes,0.681,C,,false_breakout,,no,causal_signal_after_confirmation;no_future_low_used
