token_entity_id,token_symbol,anchor_event_id,anchor_event_type,publication_datetime_utc,baseline_vwap_7d,baseline_median_close_7d,baseline_close_1d,post_event_low_7d,post_event_low_14d,post_event_low_30d,post_event_low_60d,post_event_low_90d,drawdown_to_low_7d,drawdown_to_low_14d,drawdown_to_low_30d,drawdown_to_low_60d,drawdown_to_low_90d,days_from_event_to_low_7d,days_from_event_to_low_30d,days_from_event_to_low_90d,low_timestamp_utc,low_price,volume_at_low,quote_volume_at_low,volume_zscore_at_low,wick_ratio_at_low,volatility_before_low,volatility_after_low,capitulation_flag,liquidity_death_flag,low_liquidity_wick_flag,absolute_bottom_confidence_score,manual_review_required,notes
FUN,FUN,24a0f7579654e736,MONITORING_TAG_ADDED,2026-03-06 08:29:56+00:00,0.0013377949524707973,0.001334,0.001316,0.001116,0.001116,0.001116,0.0003,0.0003,-0.16579144065475826,-0.16579144065475826,-0.16579144065475826,-0.7757503872727844,-0.7757503872727844,1.7708796296296296,1.7708796296296296,47.60421296296296,2026-04-22T23:00:00+00:00,0.0003,135622751.0,44544.524756,1.1323238197175858,0.37142857142857183,0.04485544588281116,0.012080599818522457,no,yes,no,0.6,yes,low_quote_volume_at_low
GFT,GFT,5edb3573d0fb2768,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-11-26 08:30:14+00:00,0.01670780932965114,0.016805,0.01317,0.0019,0.0019,0.0019,0.0019,0.0019,-0.8862807228337174,-0.8862807228337174,-0.8862807228337174,-0.8862807228337174,-0.8862807228337174,6.937337962962963,6.937337962962963,6.937337962962963,2024-12-03T07:00:00+00:00,0.0019,452422447.0,1075500.96403,0.9774338873885015,0.04761904761904757,0.0967130764178467,nan,no,no,no,0.65,yes,short_post_event_history
GHST,GHST,fc33d59d02e3d720,MONITORING_TAG_ADDED,2025-12-01 04:30:24+00:00,0.2617537710585955,0.271,0.222,0.196,0.178,0.16,0.157,0.03,-0.2512046752666498,-0.3199715928442024,-0.388738510421755,-0.40019966335134705,-0.8853884707040791,3.6038888888888887,17.60388888888889,67.18722222222222,2026-02-06T09:00:00+00:00,0.03,2654977.2,189523.5648,3.649563823276309,0.703125,0.026052040214564347,0.05578654964290621,yes,no,no,0.85,no,
GPS,GPS,5fa3fcfa690cf833,MONITORING_TAG_ADDED,2025-03-07 09:00:45+00:00,0.06939811571773187,0.0607,0.0578,0.0322,0.029,0.0218,0.0151,0.0151,-0.5360104569557845,-0.5821212189974456,-0.6858704335911833,-0.7824148416159113,-0.7824148416159113,5.249479166666666,28.0828125,42.49947916666667,2025-04-18T21:00:00+00:00,0.0151,5993411.1,92084.44634,1.5625983494850773,1.0,0.017902638044729476,0.017989391354821246,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
GTC,GTC,084e900636ac5fbe,MONITORING_TAG_ADDED,2026-03-13 09:00:23+00:00,0.10925084273409316,0.083,0.097,0.082,0.077,0.071,0.071,0.071,-0.24943370734832027,-0.2951999447051301,-0.3501194295333018,-0.3501194295333018,-0.3501194295333018,6.791400462962963,20.04140046296296,20.04140046296296,2026-04-02T10:00:00+00:00,0.071,960498.9,72743.0431,4.506722924492251,0.375,0.013693396380639655,0.01610124018636841,no,yes,no,0.6,yes,low_quote_volume_at_low
HARD,HARD,c54abb522c3fe7f3,MONITORING_TAG_ADDED,2024-07-01 07:00:03+00:00,0.12670680027825462,0.12705,0.121,0.0695,0.0695,0.0695,0.067,0.067,-0.45148958187426047,-0.45148958187426047,-0.45148958187426047,-0.4712201724543231,-0.4712201724543231,3.833298611111111,3.833298611111111,35.249965277777775,2024-08-05T13:00:00+00:00,0.067,2687618.0,188003.5463,-0.35779824097933965,0.9464285714285723,0.019111839926608684,0.021002965290983146,no,no,no,0.85,no,
HEI,HEI,ee200e0e804f9834,MONITORING_TAG_ADDED,2026-05-22 08:00:04+00:00,0.07408592954265765,0.0784,0.0648,0.0547,0.0547,0.0547,0.0547,0.0547,-0.26166816914263724,-0.26166816914263724,-0.26166816914263724,-0.26166816914263724,-0.26166816914263724,5.833287037037037,5.833287037037037,5.833287037037037,2026-05-28T04:00:00+00:00,0.0547,562012.4,31045.06807,-0.19724563512311583,0.8181818181818136,0.012128744275526654,0.059519642763039955,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
HFT,HFT,70cb64249d0273f1,MONITORING_TAG_ADDED,2026-05-22 08:00:04+00:00,0.013614504520001286,0.0139,0.0123,0.0109,0.0109,0.0109,0.0109,0.0109,-0.19938327656459065,-0.19938327656459065,-0.19938327656459065,-0.19938327656459065,-0.19938327656459065,4.374953703703704,4.374953703703704,4.374953703703704,2026-05-26T17:00:00+00:00,0.0109,2066763.9,22731.91998,1.3594007539180264,0.49999999999999567,0.012027692254878326,nan,no,yes,no,0.4,yes,low_quote_volume_at_low;short_post_event_history
HIFI,HIFI,2c99c44cb7fd8609,MONITORING_TAG_ADDED,2025-05-07 08:00:33+00:00,0.2577831650471938,0.2546,0.2585,0.1275,0.0993,0.074,0.0639,0.0639,-0.5053982676616688,-0.6147925331670879,-0.7129370337801058,-0.7521172494398481,-0.7521172494398481,4.666284722222223,29.499618055555555,36.70795138888889,2025-06-13T01:00:00+00:00,0.0639,1333631.4,86740.50989,0.33029082512371466,0.30434782608695965,0.01132847605477191,0.009291907090217537,no,yes,no,0.6,yes,low_quote_volume_at_low
HIGH,HIGH,8fa523c997c7d4f5,MONITORING_TAG_ADDED,2026-04-14 02:30:06+00:00,0.12750909447751255,0.1305,0.116,0.107,0.107,0.107,0.107,0.107,-0.16084417006921436,-0.16084417006921436,-0.16084417006921436,-0.16084417006921436,-0.16084417006921436,2.520763888888889,2.520763888888889,2.520763888888889,2026-04-16T15:00:00+00:00,0.107,1291902.789,140691.235913,2.4884631337816563,0.5,0.010670652002464313,0.07396518843441492,no,no,no,0.85,no,
HOOK,HOOK,b9485d9081530016,MONITORING_TAG_ADDED,2026-03-06 08:29:56+00:00,0.022848994526168582,0.023,0.0212,0.0182,0.0134,0.0048,0.0048,0.0048,-0.2034660440241326,-0.4135409335122735,-0.7899251105118592,-0.7899251105118592,-0.7899251105118592,1.3125462962962964,25.14587962962963,25.14587962962963,2026-03-31T12:00:00+00:00,0.0048,7992663.7,61743.53135,3.7870210903102075,0.8333333333333334,0.0259070643986181,0.04318058910791488,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
IDEX,IDEX,63e9d71a835421ba,MONITORING_TAG_ADDED,2025-07-07 03:29:57+00:00,0.018106204496207208,0.01837,0.01679,0.0156,0.0156,0.0156,0.0156,0.0156,-0.1384168889030385,-0.1384168889030385,-0.1384168889030385,-0.1384168889030385,-0.1384168889030385,0.3542013888888889,0.3542013888888889,0.3542013888888889,2025-07-07T12:00:00+00:00,0.0156,7686571.1,121500.325102,0.02444139512377444,0.6756756756756721,0.026163487557777892,0.03233447663497194,no,no,no,0.85,no,
IDRT,IDRT,3c7fc4d113e04b96,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-10-23T07:00:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,missing_1h_path
IRIS,IRIS,92f6841824deef01,MONITORING_TAG_ADDED,2024-07-01 07:00:03+00:00,0.019633714861632814,0.01967,0.01978,0.01177,0.01149,0.01149,0.01149,0.01149,-0.40052098734507335,-0.4147821703139246,-0.4147821703139246,-0.4147821703139246,-0.4147821703139246,3.833298611111111,11.124965277777777,11.124965277777777,2024-07-12T10:00:00+00:00,0.01149,4625130.7,53735.528784,0.022679826735208672,0.6400000000000011,0.009153006275696667,0.01699889004937316,no,yes,no,0.6,yes,low_quote_volume_at_low
KDA,KDA,28b99dfcb851026e,SPOT_TOKEN_DELISTING_ANNOUNCED,2025-10-29 03:00:04+00:00,0.0670337931462441,0.060950000000000004,0.0622,0.0302,0.0048,0.0048,0.0048,0.0048,-0.5494809620259105,-0.9283943250902109,-0.9283943250902109,-0.9283943250902109,-0.9283943250902109,6.291620370370371,13.91662037037037,13.91662037037037,2025-11-12T01:00:00+00:00,0.0048,27540780.95,155695.578345,-0.10217879159552777,0.666666666666667,0.06520441775146928,nan,no,no,no,0.85,no,
KEY,KEY,0af050f2f61a9816,MONITORING_TAG_ADDED,2024-10-03 07:00:05+00:00,0.0049679450235940855,0.0052555,0.003967,0.003444,0.003444,0.0031,0.002098,0.0009,-0.30675561350950287,-0.30675561350950287,-0.3759995359696455,-0.5776925891820375,-0.8188385749589293,0.41660879629629627,22.666608796296295,67.58327546296296,2024-12-09T21:00:00+00:00,0.0009,358365250.0,462197.771146,2.898379558815178,0.6928213689482472,0.03402708506368398,0.06967531126384355,yes,no,no,0.85,no,
KMD,KMD,2a7c0c057f11d40d,MONITORING_TAG_ADDED,2025-06-05 05:00:18+00:00,0.1148554299443091,0.12054999999999999,0.0966,0.0821,0.0811,0.0142,0.0142,0.0142,-0.2851883446885488,-0.2938949421953875,-0.8763663154028916,-0.8763663154028916,-0.8763663154028916,0.16645833333333335,28.708125,28.708125,2025-07-03T22:00:00+00:00,0.0142,4240189.0,69957.0512,0.3899300016445491,0.7272727272727272,0.04129828535380892,0.1048508354899859,no,yes,yes,0.35,yes,low_quote_volume_at_low;low_liquidity_wick
KP3R,KP3R,6349e349f6963185,MONITORING_TAG_ADDED,2024-01-04 07:00:09+00:00,108.33108017632824,82.755,90.91,71.0,71.0,66.02,66.02,66.02,-0.3446017533986112,-0.3446017533986112,-0.39057194027290587,-0.39057194027290587,-0.39057194027290587,6.2082291666666665,19.2915625,19.2915625,2024-01-23T14:00:00+00:00,66.02,2788.32,186491.0819,0.8530289841516001,0.7604166666666702,0.016090394075382437,0.009034913447343284,no,no,no,0.85,no,
LEVER,LEVER,3f5bbe904576db02,MONITORING_TAG_ADDED,2025-05-07 08:00:33+00:00,0.0006299818667317567,0.0005885,0.000655,0.00054,0.000518,0.000413,0.000162,0.000162,-0.1428324710337584,-0.17775411110275352,-0.34442557506841154,-0.7428497413101276,-0.7428497413101276,2.2496180555555556,24.124618055555555,57.74961805555556,2025-07-04T02:00:00+00:00,0.000162,825482306.0,143560.69235,2.1256183515561697,0.36111111111111105,0.05236823763760224,nan,no,no,no,0.85,no,
LINA,LINA,028ddc85ac40eb5b,SPOT_TOKEN_DELISTING_ANNOUNCED,2025-03-21 05:50:20+00:00,0.0018862626135010803,0.001838,0.001609,0.000306,0.000306,0.000306,0.000306,0.000306,-0.8377744446559139,-0.8377744446559139,-0.8377744446559139,-0.8377744446559139,-0.8377744446559139,6.67337962962963,6.67337962962963,6.67337962962963,2025-03-27T22:00:00+00:00,0.000306,435065261.0,146967.338292,-0.636405073608225,0.5301204819277106,0.04856429361931442,0.04752120156583891,no,no,no,0.65,yes,short_post_event_history
LOOM,LOOM,bcffb8b6dc13c97c,SPOT_TOKEN_DELISTING_ANNOUNCED,2024-08-12 07:00:11+00:00,0.049671596840536875,0.050890000000000005,0.04789,0.04559,0.0454,0.0454,0.0454,0.0454,-0.08217164536989263,-0.08599676902375786,-0.08599676902375786,-0.08599676902375786,-0.08599676902375786,4.333206018518519,7.374872685185185,7.374872685185185,2024-08-19T16:00:00+00:00,0.0454,257923.0,11749.67963,-0.7714469638411015,0.21621621621621012,0.007104375500301562,0.006119720270652104,no,yes,no,0.6,yes,low_quote_volume_at_low
LRC,LRC,5ee0d43cf83437cb,MONITORING_TAG_ADDED,2026-03-06 08:29:56+00:00,0.03184105468258481,0.0313,0.032,0.0301,0.02253,0.0183,0.0183,0.0183,-0.05467955442873773,-0.29242293559067967,-0.4252702938885681,-0.4252702938885681,-0.4252702938885681,4.895879629629629,25.72921296296296,25.72921296296296,2026-04-01T02:00:00+00:00,0.0183,31157449.0,608166.87087,3.3139535450101523,0.16498316498316526,0.00950025508008199,nan,no,no,no,0.85,no,
